trial_id,participant_id,passage_id,domain,topic,source,disclosure_condition,trust_competence,trust_integrity,trust_benevolence,trust_overall,perceived_credibility,information_quality,fact_check_intention,source_guess_blind
T0999,AF0333,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.5,4.4,4.1,4.5,3.8,4.3,3.0,N/A
T1000,AF0334,NEWS_02,news,AfCFTA Trade Progress,llm,blind,5.4,4.4,4.7,4.9,5.2,4.4,2.2,human
T1001,AF0334,SCI_03,science,Nile Basin Water Stress,llm,disclosed,1.6,1.8,2.4,2.0,2.7,2.2,6.6,N/A
T1002,AF0334,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.8,4.0,3.5,3.7,3.6,4.4,4.4,N/A
T1003,AF0335,NEWS_01,news,African Union Climate Summit,human,blind,5.7,6.0,5.8,5.8,5.3,5.7,2.5,llm
T1004,AF0335,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.0,4.2,3.2,3.6,4.3,3.9,5.0,N/A
T1005,AF0335,LEG_01,legal,African Court Land Rights,human,disclosed,3.4,3.3,2.7,3.1,3.0,3.1,2.9,N/A
T1006,AF0336,NEWS_01,news,African Union Climate Summit,llm,blind,4.3,3.6,3.9,3.8,4.4,3.8,4.3,llm
T1007,AF0336,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.6,3.9,3.2,3.9,4.0,4.1,5.4,N/A
T1008,AF0336,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.8,3.2,2.7,3.2,2.9,3.2,5.4,N/A
T1009,AF0337,NEWS_03,news,Sahel Drought Food Security,human,disclosed,4.9,5.3,4.8,5.0,5.0,4.9,3.2,N/A
T1010,AF0337,SCI_03,science,Nile Basin Water Stress,human,disclosed,5.9,6.0,5.9,6.0,6.2,5.9,1.9,N/A
T1011,AF0337,LEG_03,legal,ICC African Union Jurisdiction,human,blind,3.1,3.5,2.6,3.2,3.5,2.9,4.8,human
T1012,AF0338,NEWS_01,news,African Union Climate Summit,llm,blind,3.2,3.0,3.3,3.2,3.5,3.0,4.6,llm
T1013,AF0338,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,1.5,1.8,1.9,1.6,2.3,2.0,7.0,N/A
T1014,AF0338,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,4.6,4.2,4.3,4.2,4.0,4.0,5.1,N/A
T1015,AF0339,NEWS_02,news,AfCFTA Trade Progress,human,blind,3.3,3.0,2.7,3.0,3.0,3.1,4.5,human
T1016,AF0339,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.4,5.0,5.2,5.0,4.8,5.5,3.0,N/A
T1017,AF0339,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.6,4.9,5.1,5.0,5.0,4.6,1.3,N/A
T1018,AF0340,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,4.0,3.9,4.1,3.9,4.0,3.8,4.3,N/A
T1019,AF0340,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,2.9,2.5,3.0,3.0,3.1,2.8,4.3,human
T1020,AF0340,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.1,2.3,2.7,3.0,3.1,2.8,5.5,N/A
T1021,AF0341,NEWS_04,news,East African Tech Startup Growth,human,disclosed,3.2,3.6,3.8,3.7,3.8,3.5,2.9,N/A
T1022,AF0341,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.8,4.9,5.0,5.0,5.1,5.1,2.5,N/A
T1023,AF0341,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,4.0,3.5,3.8,3.7,3.9,3.7,3.3,llm
T1024,AF0342,NEWS_01,news,African Union Climate Summit,llm,blind,5.0,4.4,4.0,4.4,4.4,5.1,2.2,llm
T1025,AF0342,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,4.1,3.7,3.6,3.9,4.2,4.0,3.8,N/A
T1026,AF0342,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.4,3.4,2.8,3.2,3.3,3.6,5.0,N/A
T1027,AF0343,NEWS_03,news,Sahel Drought Food Security,human,blind,4.4,5.2,4.0,4.6,4.4,5.0,3.3,llm
T1028,AF0343,SCI_04,science,Off-Grid Solar Africa,human,disclosed,6.3,6.0,6.0,5.9,6.0,6.1,1.3,N/A
T1029,AF0343,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.2,4.2,3.9,4.3,4.5,4.9,3.1,N/A
T1030,AF0344,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,5.5,5.4,5.7,5.2,5.1,5.0,2.7,N/A
T1031,AF0344,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.3,3.3,4.2,3.8,3.4,3.7,5.3,N/A
T1032,AF0344,LEG_04,legal,South Africa Mining Charter,llm,blind,5.9,5.9,5.6,5.7,5.9,5.5,1.3,llm
T1033,AF0345,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.4,4.8,4.2,4.4,4.5,4.2,2.2,N/A
T1034,AF0345,SCI_03,science,Nile Basin Water Stress,human,disclosed,4.5,4.4,4.5,4.5,4.6,4.9,2.9,N/A
T1035,AF0345,LEG_04,legal,South Africa Mining Charter,human,blind,5.3,5.3,4.6,5.2,5.5,5.4,2.8,llm
T1036,AF0346,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,2.4,1.9,1.6,1.9,1.7,1.8,6.2,N/A
T1037,AF0346,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,3.0,2.7,2.3,2.9,3.4,2.9,5.6,N/A
T1038,AF0346,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,4.9,5.4,4.5,5.1,5.3,5.2,2.1,human
T1039,AF0347,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,3.7,3.5,3.7,3.5,3.4,4.1,5.3,N/A
T1040,AF0347,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.7,4.9,4.7,4.5,4.4,4.9,3.3,N/A
T1041,AF0347,LEG_03,legal,ICC African Union Jurisdiction,human,blind,6.0,6.0,5.7,5.8,5.8,5.8,2.5,human
T1042,AF0348,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,4.5,3.8,3.8,4.0,3.6,4.6,4.5,N/A
T1043,AF0348,SCI_04,science,Off-Grid Solar Africa,llm,blind,4.3,3.7,3.2,3.8,3.9,3.5,4.6,llm
T1044,AF0348,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,2.7,2.6,2.2,2.6,3.3,2.5,5.8,N/A
T1045,AF0349,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.8,5.4,5.4,5.6,5.9,6.3,1.0,N/A
T1046,AF0349,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,6.2,5.6,5.1,5.6,5.4,5.7,1.4,N/A
T1047,AF0349,LEG_04,legal,South Africa Mining Charter,human,blind,4.6,4.9,4.9,5.0,4.5,5.3,2.4,llm
T1048,AF0350,NEWS_01,news,African Union Climate Summit,llm,blind,4.6,4.5,4.2,4.4,5.2,4.5,2.0,llm
T1049,AF0350,SCI_03,science,Nile Basin Water Stress,llm,disclosed,1.6,1.4,1.2,1.7,1.8,1.5,6.0,N/A
T1050,AF0350,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.6,4.1,3.4,4.1,4.1,4.4,4.8,N/A
T1051,AF0351,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.4,4.6,4.9,4.6,4.4,4.7,2.4,N/A
T1052,AF0351,SCI_04,science,Off-Grid Solar Africa,human,blind,5.0,4.9,4.8,5.3,5.4,5.8,2.7,llm
T1053,AF0351,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.8,4.1,3.6,3.6,3.9,3.7,4.7,N/A
T1054,AF0352,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.4,3.5,3.6,3.4,3.5,4.1,5.9,N/A
T1055,AF0352,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.3,4.6,4.3,4.4,4.7,4.6,3.3,llm
T1056,AF0352,LEG_01,legal,African Court Land Rights,llm,disclosed,2.6,2.9,2.5,2.7,2.6,2.5,5.4,N/A
T1057,AF0353,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.9,4.7,4.9,4.8,4.9,5.4,1.8,N/A
T1058,AF0353,SCI_04,science,Off-Grid Solar Africa,human,blind,5.8,6.4,5.7,5.6,5.9,4.9,1.8,llm
T1059,AF0353,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.9,4.9,5.0,4.9,5.0,4.4,2.5,N/A
T1060,AF0354,NEWS_01,news,African Union Climate Summit,llm,blind,5.5,5.2,4.9,5.1,5.3,5.3,1.3,llm
T1061,AF0354,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,3.7,3.8,3.5,3.4,3.5,3.2,4.5,N/A
T1062,AF0354,LEG_01,legal,African Court Land Rights,llm,disclosed,1.0,1.6,1.2,1.6,1.5,2.0,6.8,N/A
T1063,AF0355,NEWS_01,news,African Union Climate Summit,human,blind,5.6,5.0,4.9,5.1,4.7,5.3,1.0,llm
T1064,AF0355,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.7,3.7,4.5,4.4,4.2,4.5,2.6,N/A
T1065,AF0355,LEG_01,legal,African Court Land Rights,human,disclosed,4.2,3.6,3.4,3.7,4.1,4.3,2.1,N/A
T1066,AF0356,NEWS_01,news,African Union Climate Summit,llm,blind,4.2,4.2,3.9,4.1,4.8,4.6,3.6,llm
T1067,AF0356,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.7,3.4,3.5,3.4,3.8,2.9,4.9,N/A
T1068,AF0356,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.5,3.4,3.8,3.4,3.3,3.5,4.0,N/A
T1069,AF0357,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.0,5.1,5.4,5.3,5.6,6.1,3.0,N/A
T1070,AF0357,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.3,5.3,5.4,5.4,6.0,5.1,3.9,N/A
T1071,AF0357,LEG_03,legal,ICC African Union Jurisdiction,human,blind,3.6,3.3,3.1,3.4,3.8,3.4,4.1,llm
T1072,AF0358,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,2.3,2.2,2.5,2.3,2.9,2.8,5.7,N/A
T1073,AF0358,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,3.8,3.1,3.3,3.4,3.2,3.9,4.7,human
T1074,AF0358,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.3,2.9,2.9,2.9,3.4,3.4,4.1,N/A
T1075,AF0359,NEWS_01,news,African Union Climate Summit,human,blind,4.9,4.5,4.8,4.6,4.7,4.9,4.4,llm
T1076,AF0359,SCI_03,science,Nile Basin Water Stress,human,disclosed,5.7,5.6,5.6,5.2,5.3,5.5,1.9,N/A
T1077,AF0359,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.8,5.3,5.0,5.1,5.1,5.2,2.2,N/A
T1078,AF0360,NEWS_03,news,Sahel Drought Food Security,llm,blind,5.1,4.4,5.3,4.9,4.7,4.6,2.2,llm
T1079,AF0360,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.8,2.2,2.2,2.5,2.5,2.2,5.1,N/A
T1080,AF0360,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,4.3,4.2,3.7,4.0,4.0,4.7,4.1,N/A
T1081,AF0361,NEWS_01,news,African Union Climate Summit,human,blind,4.4,4.2,4.0,4.2,3.7,3.2,2.5,llm
T1082,AF0361,SCI_03,science,Nile Basin Water Stress,human,disclosed,6.0,5.4,5.4,5.6,5.3,6.1,1.4,N/A
T1083,AF0361,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,3.4,3.9,3.2,3.7,3.3,4.5,3.8,N/A
T1084,AF0362,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.3,3.3,3.3,3.0,3.6,2.7,5.3,N/A
T1085,AF0362,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.5,3.4,3.1,3.7,3.8,3.4,5.7,N/A
T1086,AF0362,LEG_01,legal,African Court Land Rights,llm,blind,4.9,5.3,4.7,4.8,5.1,5.1,1.9,human
T1087,AF0363,NEWS_01,news,African Union Climate Summit,human,blind,5.4,5.5,5.0,5.2,5.0,5.0,2.8,human
T1088,AF0363,SCI_03,science,Nile Basin Water Stress,human,disclosed,3.1,2.8,3.3,3.0,3.1,2.9,4.9,N/A
T1089,AF0363,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.2,4.8,5.6,5.0,4.9,5.3,3.8,N/A
T1090,AF0364,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.7,3.8,3.3,3.7,4.0,3.3,3.6,N/A
T1091,AF0364,SCI_03,science,Nile Basin Water Stress,llm,blind,5.4,4.9,4.3,4.9,5.3,4.4,1.2,human
T1092,AF0364,LEG_01,legal,African Court Land Rights,llm,disclosed,2.9,3.1,3.0,2.9,2.8,2.6,5.7,N/A
T1093,AF0365,NEWS_02,news,AfCFTA Trade Progress,human,blind,6.5,5.9,6.2,6.5,6.2,5.7,1.6,llm
T1094,AF0365,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.2,5.0,5.3,5.0,5.3,4.7,2.7,N/A
T1095,AF0365,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.1,4.2,4.0,4.0,4.2,3.6,3.2,N/A
T1096,AF0366,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,1.9,2.2,2.0,2.1,2.0,1.9,6.3,N/A
T1097,AF0366,SCI_03,science,Nile Basin Water Stress,llm,blind,3.6,4.1,3.8,3.8,3.9,4.1,3.4,llm
T1098,AF0366,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.9,4.4,3.3,4.2,4.2,3.9,3.1,N/A
T1099,AF0367,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.0,4.7,4.9,4.9,5.1,5.3,1.7,N/A
T1100,AF0367,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.4,4.3,4.6,4.3,4.2,4.4,3.5,N/A
T1101,AF0367,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.3,4.2,4.3,4.3,5.0,4.6,2.8,llm
T1102,AF0368,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,2.9,3.0,2.4,2.8,3.4,2.4,4.7,N/A
T1103,AF0368,SCI_04,science,Off-Grid Solar Africa,llm,blind,5.4,5.5,5.5,5.4,5.6,5.7,1.4,llm
T1104,AF0368,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.6,3.6,2.8,3.6,3.5,3.8,3.9,N/A
T1105,AF0369,NEWS_02,news,AfCFTA Trade Progress,human,blind,4.8,4.6,5.3,4.8,4.5,4.8,3.2,human
T1106,AF0369,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.8,5.4,5.1,5.1,5.1,5.1,1.7,N/A
T1107,AF0369,LEG_04,legal,South Africa Mining Charter,human,disclosed,3.2,3.3,3.7,3.5,4.0,3.8,5.4,N/A
T1108,AF0370,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.7,4.4,4.8,4.5,4.3,5.1,2.5,N/A
T1109,AF0370,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.1,2.6,1.6,2.1,2.2,2.4,6.4,N/A
T1110,AF0370,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,4.0,4.1,3.8,4.1,4.1,4.1,3.1,llm
T1111,AF0371,NEWS_02,news,AfCFTA Trade Progress,human,blind,5.0,4.9,5.3,4.9,4.3,5.0,3.2,llm
T1112,AF0371,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.7,4.5,4.7,4.6,4.4,4.7,2.5,N/A
T1113,AF0371,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.4,3.7,4.1,3.6,3.3,4.1,4.5,N/A
T1114,AF0372,NEWS_01,news,African Union Climate Summit,llm,disclosed,2.3,1.6,1.2,1.9,2.4,2.3,6.4,N/A
T1115,AF0372,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,2.5,2.5,1.8,2.3,2.6,2.2,5.7,N/A
T1116,AF0372,LEG_04,legal,South Africa Mining Charter,llm,blind,4.7,4.7,4.5,5.1,5.7,5.4,2.0,llm
T1117,AF0373,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.6,5.5,5.8,5.6,5.7,5.6,2.9,N/A
T1118,AF0373,SCI_02,science,H3Africa Genomics Hypertension,human,blind,4.7,3.9,4.6,4.7,4.3,4.9,3.5,llm
T1119,AF0373,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,5.7,5.6,5.3,5.3,5.3,5.1,3.4,N/A
T1120,AF0374,NEWS_01,news,African Union Climate Summit,llm,blind,4.6,4.9,4.4,4.6,5.0,4.9,4.4,human
T1121,AF0374,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,2.5,2.7,2.9,2.6,2.9,2.9,5.4,N/A
T1122,AF0374,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.3,3.0,2.0,2.6,2.4,2.4,6.2,N/A
T1123,AF0375,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.4,5.0,4.9,4.9,4.9,5.2,3.8,N/A
T1124,AF0375,SCI_04,science,Off-Grid Solar Africa,human,blind,2.3,1.6,1.5,2.1,2.2,2.0,4.2,llm
T1125,AF0375,LEG_01,legal,African Court Land Rights,human,disclosed,5.6,5.6,5.4,5.2,5.4,4.9,2.8,N/A
T1126,AF0376,NEWS_03,news,Sahel Drought Food Security,llm,blind,4.7,5.3,5.2,5.0,5.1,4.8,1.9,llm
T1127,AF0376,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.8,2.8,2.6,2.7,2.8,2.5,4.8,N/A
T1128,AF0376,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.5,3.6,3.9,3.5,3.9,3.3,3.6,N/A
T1129,AF0377,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,3.2,3.4,2.9,3.1,3.2,2.9,3.5,N/A
T1130,AF0377,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,6.0,5.1,6.1,5.6,5.1,6.0,3.7,N/A
T1131,AF0377,LEG_04,legal,South Africa Mining Charter,human,blind,3.7,3.4,3.3,3.5,4.0,3.5,3.8,human
T1132,AF0378,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.4,3.8,3.8,3.2,3.2,3.5,3.2,N/A
T1133,AF0378,SCI_03,science,Nile Basin Water Stress,llm,blind,4.6,4.6,4.4,4.4,4.5,4.9,2.4,llm
T1134,AF0378,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.2,3.9,3.5,3.4,3.2,3.7,5.9,N/A
T1135,AF0379,NEWS_03,news,Sahel Drought Food Security,human,disclosed,5.5,5.2,4.9,5.5,6.2,5.9,1.8,N/A
T1136,AF0379,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.2,4.4,4.0,4.0,3.7,4.4,4.2,human
T1137,AF0379,LEG_04,legal,South Africa Mining Charter,human,disclosed,5.7,5.8,5.6,5.8,6.2,6.4,3.2,N/A
T1138,AF0380,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.4,2.6,2.3,2.7,2.4,3.1,5.4,N/A
T1139,AF0380,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.6,5.1,4.2,4.6,4.8,5.0,2.1,llm
T1140,AF0380,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.2,3.4,2.7,3.2,3.0,4.0,4.4,N/A
T1141,AF0381,NEWS_03,news,Sahel Drought Food Security,human,disclosed,4.4,4.9,4.1,4.5,4.8,4.8,3.1,N/A
T1142,AF0381,SCI_03,science,Nile Basin Water Stress,human,blind,4.8,5.0,4.9,4.6,4.3,5.4,2.7,llm
T1143,AF0381,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.2,3.7,4.2,4.2,4.0,3.8,3.8,N/A
T1144,AF0382,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,2.2,2.6,2.2,2.2,2.4,1.6,5.9,N/A
T1145,AF0382,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,3.2,3.2,3.7,3.6,3.6,3.7,5.0,N/A
T1146,AF0382,LEG_02,legal,Kenya Data Protection Enforcement,llm,blind,3.0,3.1,3.7,3.3,3.4,3.9,3.8,human
T1147,AF0383,NEWS_03,news,Sahel Drought Food Security,human,blind,3.8,3.5,3.7,3.7,4.0,3.8,3.8,human
T1148,AF0383,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.5,4.8,4.3,4.4,3.8,4.3,2.6,N/A
T1149,AF0383,LEG_04,legal,South Africa Mining Charter,human,disclosed,5.0,4.9,4.9,4.8,5.0,4.8,2.5,N/A
T1150,AF0384,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,5.6,5.5,5.5,5.4,5.7,5.2,4.6,N/A
T1151,AF0384,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,6.3,6.8,6.3,6.4,7.0,6.5,1.6,llm
T1152,AF0384,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,1.7,1.7,1.6,1.9,2.0,1.9,5.3,N/A
T1153,AF0385,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.8,4.4,4.3,4.1,4.2,4.0,4.1,N/A
T1154,AF0385,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,3.2,3.4,3.7,3.6,3.9,3.8,4.6,N/A
T1155,AF0385,LEG_04,legal,South Africa Mining Charter,human,blind,3.8,3.9,3.7,3.8,3.9,3.8,3.2,human
T1156,AF0386,NEWS_01,news,African Union Climate Summit,llm,disclosed,2.0,2.0,1.0,1.7,1.9,1.6,6.5,N/A
T1157,AF0386,SCI_03,science,Nile Basin Water Stress,llm,disclosed,4.2,3.9,4.3,4.1,4.6,3.5,4.2,N/A
T1158,AF0386,LEG_04,legal,South Africa Mining Charter,llm,blind,4.1,3.3,4.2,4.0,4.0,4.4,4.7,human
T1159,AF0387,NEWS_04,news,East African Tech Startup Growth,human,disclosed,2.9,2.6,3.1,3.0,3.1,3.2,3.2,N/A
T1160,AF0387,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.4,4.7,4.8,4.5,4.5,4.7,2.1,N/A
T1161,AF0387,LEG_01,legal,African Court Land Rights,human,blind,4.0,3.9,3.8,3.7,3.4,3.1,4.3,llm
T1162,AF0388,NEWS_03,news,Sahel Drought Food Security,llm,blind,4.8,4.4,4.6,4.9,4.9,4.7,3.0,human
T1163,AF0388,SCI_03,science,Nile Basin Water Stress,llm,disclosed,4.4,4.4,4.7,4.5,4.8,4.2,2.5,N/A
T1164,AF0388,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.1,3.0,2.7,2.8,3.0,3.6,6.0,N/A
T1165,AF0389,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.6,4.8,5.5,4.5,4.7,4.5,1.4,N/A
T1166,AF0389,SCI_04,science,Off-Grid Solar Africa,human,blind,5.1,5.2,5.2,5.3,5.3,5.6,3.5,llm
T1167,AF0389,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.4,5.2,4.5,5.0,4.7,4.7,2.9,N/A
T1168,AF0390,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,2.8,3.6,2.8,2.9,2.9,3.5,5.9,N/A
T1169,AF0390,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,2.1,2.4,2.5,2.2,2.0,2.4,7.0,N/A
T1170,AF0390,LEG_02,legal,Kenya Data Protection Enforcement,llm,blind,4.6,4.1,4.4,4.6,4.9,4.9,2.6,llm
T1171,AF0391,NEWS_04,news,East African Tech Startup Growth,human,disclosed,5.6,5.2,5.5,5.2,5.8,6.2,1.1,N/A
T1172,AF0391,SCI_03,science,Nile Basin Water Stress,human,disclosed,5.6,6.0,6.1,5.5,5.2,4.9,2.2,N/A
T1173,AF0391,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.8,4.0,4.2,4.3,4.8,4.0,3.6,llm
T1174,AF0392,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,4.8,4.4,4.8,4.9,4.3,5.3,2.8,N/A
T1175,AF0392,SCI_03,science,Nile Basin Water Stress,llm,blind,6.7,7.0,6.7,7.0,7.0,6.5,1.2,llm
T1176,AF0392,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,1.9,1.9,1.2,1.9,2.3,1.4,5.1,N/A
T1177,AF0393,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.1,5.5,4.7,5.0,5.0,5.8,1.7,N/A
T1178,AF0393,SCI_04,science,Off-Grid Solar Africa,human,blind,5.0,5.0,5.1,5.1,5.1,5.7,2.5,human
T1179,AF0393,LEG_04,legal,South Africa Mining Charter,human,disclosed,6.1,6.4,6.7,6.3,5.9,6.5,1.6,N/A
T1180,AF0394,NEWS_01,news,African Union Climate Summit,llm,disclosed,5.4,5.7,5.4,5.2,4.8,4.7,3.0,N/A
T1181,AF0394,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,4.0,4.5,4.1,3.9,4.5,3.8,4.5,N/A
T1182,AF0394,LEG_02,legal,Kenya Data Protection Enforcement,llm,blind,5.0,4.8,4.5,5.0,4.9,4.9,1.6,llm
T1183,AF0395,NEWS_01,news,African Union Climate Summit,human,disclosed,5.0,5.0,4.3,4.9,5.2,4.8,2.6,N/A
T1184,AF0395,SCI_04,science,Off-Grid Solar Africa,human,blind,4.8,5.2,4.3,4.9,4.8,4.9,3.3,llm
T1185,AF0395,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.9,3.4,4.2,3.7,3.5,3.5,4.9,N/A
T1186,AF0396,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,1.9,2.1,2.0,2.2,1.9,2.2,5.1,N/A
T1187,AF0396,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.8,4.2,3.9,3.7,3.4,3.6,4.5,N/A
T1188,AF0396,LEG_02,legal,Kenya Data Protection Enforcement,llm,blind,5.5,5.1,5.0,5.2,5.2,5.2,1.0,human
T1189,AF0397,NEWS_04,news,East African Tech Startup Growth,human,disclosed,5.1,5.5,5.2,5.1,5.3,5.4,2.4,N/A
T1190,AF0397,SCI_03,science,Nile Basin Water Stress,human,blind,4.1,3.7,3.7,3.9,4.4,3.6,4.2,llm
T1191,AF0397,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,5.7,4.7,5.4,5.2,5.3,5.7,2.9,N/A
T1192,AF0398,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.0,2.8,2.6,2.6,2.6,2.7,5.5,N/A
T1193,AF0398,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.7,2.6,2.6,2.6,2.6,3.3,4.5,N/A
T1194,AF0398,LEG_04,legal,South Africa Mining Charter,llm,blind,4.6,4.2,4.5,4.8,5.0,4.3,1.9,llm
T1195,AF0399,NEWS_04,news,East African Tech Startup Growth,human,blind,6.1,5.7,5.7,6.0,6.0,6.2,1.9,human
T1196,AF0399,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,5.5,5.5,5.5,5.4,5.3,5.5,1.6,N/A
T1197,AF0399,LEG_04,legal,South Africa Mining Charter,human,disclosed,5.4,5.5,4.8,5.2,5.8,5.4,1.7,N/A
T1198,AF0400,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.4,3.4,3.4,3.3,3.3,3.8,3.3,N/A
